Gname,Site,Location,Year,Season,Rep,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Gen15,Site3,Loc3,Year1,DS,R1,15,1,78.66909984,95.89055463,13.82434369,5.326319653,3.949249607,4.717687305,2.735527453,7.339562546
Gen16,Site3,Loc3,Year1,DS,R1,16,1,80.78053226,85.61036061,12.07097686,5.509147209,4.41820453,3.611472061,6.195873978,9.11018174
Gen17,Site3,Loc3,Year1,DS,R1,17,1,104.4004922,103.8120197,12.05356195,5.493651374,5.457253676,5.402085282,5.370698029,7.444271027
Gen18,Site3,Loc3,Year1,DS,R1,18,1,98.88404733,97.36507128,11.22533701,5.355430638,4.50477023,5.472759203,6.60439655,8.947407581
Gen19,Site3,Loc3,Year1,DS,R1,19,1,109.9089621,83.97159225,13.23182766,6.749697406,5.509816273,3.96108531,3.341231606,7.371130067
Gen20,Site3,Loc3,Year1,DS,R1,20,1,109.2922029,74.71557123,11.85981392,5.037070592,3.7142688,4.985756185,4.211065746,9.941639431
Gen21,Site3,Loc3,Year1,DS,R1,1,2,92.09944708,100.2184788,11.19706461,5.582747578,6.869519793,6.159887051,5.801060471,8.854377751
Gen22,Site3,Loc3,Year1,DS,R1,2,2,91.52918797,120.9118309,11.95003462,4.767744502,2.226201788,3.369642886,6.400476848,8.393131396
Gen23,Site3,Loc3,Year1,DS,R1,3,2,98.75587063,100.953543,12.12986029,6.31197543,4.387506267,5.746957461,3.978120498,9.176679036
Gen24,Site3,Loc3,Year1,DS,R1,4,2,74.59011085,89.23772708,11.50829993,5.4741759,2.623406345,3.256925856,5.69215427,9.013856812
Gen25,Site3,Loc3,Year1,DS,R1,5,2,89.99041201,120.1832769,11.33736223,4.531779063,3.693816977,5.124930704,5.989398183,6.885356276
Gen26,Site3,Loc3,Year1,DS,R1,6,2,97.80408795,105.0123402,11.93632613,5.624830656,5.346305597,4.928989344,3.067588551,7.750003133
Gen27,Site3,Loc3,Year1,DS,R1,7,2,93.19567579,78.46195111,11.59703779,5.707595705,6.666954255,5.330939518,4.323919228,9.242319137
Gen28,Site3,Loc3,Year1,DS,R1,8,2,87.89624002,98.09706603,11.70473231,4.555886816,5.678612672,5.119450382,5.389451394,7.575960763
Gen29,Site3,Loc3,Year1,DS,R1,9,2,99.68026366,94.65939009,10.45810878,6.257302969,5.184214504,4.815415316,3.539723817,8.419417446
Gen30,Site3,Loc3,Year1,DS,R1,10,2,108.1875034,98.2588285,10.84010747,5.358421328,4.308389381,7.23397958,3.951837953,7.10230587
Gen31,Site3,Loc3,Year1,DS,R1,11,2,106.7153232,89.61102678,12.82147408,6.109781499,5.181390084,6.139863022,4.455398611,8.412189428
Gen32,Site3,Loc3,Year1,DS,R1,12,2,108.2958344,100.2853721,11.47740433,4.928710613,4.103287941,6.604736949,4.442020734,8.532743018
Gen33,Site3,Loc3,Year1,DS,R1,13,2,116.671778,102.8784598,11.84945571,5.502934582,6.573882994,2.994549271,5.144052863,7.845438864
Gen34,Site3,Loc3,Year1,DS,R1,14,2,106.0946749,115.3191984,10.79963315,7.205080914,4.394658316,4.897057489,4.61597326,7.049079111
Gen35,Site3,Loc3,Year1,DS,R1,15,2,102.4961351,109.9373851,11.61635521,5.884195427,4.062627104,3.367308694,5.603349572,7.767314383
Gen36,Site3,Loc3,Year1,DS,R1,16,2,90.68013847,108.4165305,11.50644653,5.148280994,4.677918137,5.525586408,4.619024258,9.365713359
Gen37,Site3,Loc3,Year1,DS,R1,17,2,109.7785415,73.29820869,10.47202926,5.050660697,5.062368959,5.085350066,4.961445417,8.720977817
Gen38,Site3,Loc3,Year1,DS,R1,18,2,101.0357054,85.75695183,11.98580493,3.861082331,3.748723675,4.926825176,4.181210611,8.295544643
Gen39,Site3,Loc3,Year1,DS,R1,19,2,112.2436349,93.60903423,10.50522629,5.547263583,3.929739872,3.553070643,5.586102777,8.80200731
Gen40,Site3,Loc3,Year1,DS,R1,20,2,95.96182915,97.17172239,13.71017681,4.049167549,3.202875282,2.511301197,4.606195229,7.17004716
Gen41,Site3,Loc3,Year1,DS,R1,1,3,95.30841227,85.68648117,11.35861933,4.444283368,5.278154916,4.908616977,5.82353623,9.023109012
Gen42,Site3,Loc3,Year1,DS,R1,2,3,93.38987714,110.676776,11.64805754,5.35794154,5.299411095,4.795317208,5.733914387,7.775165518
Gen43,Site3,Loc3,Year1,DS,R1,3,3,97.11507448,102.3839925,12.42105341,4.942731783,5.317003261,5.236681956,6.07021762,9.716427808
Gen44,Site3,Loc3,Year1,DS,R1,4,3,88.9364545,103.3444877,11.68979848,5.743610438,5.887622468,4.22036689,3.743457175,7.98624413
Gen45,Site3,Loc3,Year1,DS,R1,5,3,113.141621,124.1271891,12.32741313,5.245311155,4.499131349,5.185715568,3.837034807,6.587173521
Gen46,Site3,Loc3,Year1,DS,R1,6,3,94.16877412,101.8855413,12.13686398,4.375758311,5.838004564,5.81240695,6.475623053,8.505244759
Gen47,Site3,Loc3,Year1,DS,R1,7,3,103.4501325,103.9070525,13.75617231,1.665621378,6.129992346,5.085122837,4.598226225,8.348177344
Gen48,Site3,Loc3,Year1,DS,R1,8,3,91.6099812,91.72431069,10.96870502,3.42303046,5.928594491,4.701182124,4.922885083,8.032296148
Gen49,Site3,Loc3,Year1,DS,R1,9,3,106.4557645,83.18815269,10.66470587,5.432706168,3.825081655,6.54647258,4.299992922,8.533827805
Gen50,Site3,Loc3,Year1,DS,R1,10,3,89.05584669,104.3545712,12.68346905,6.722409458,4.989793779,5.737573161,4.463113318,7.200283756
Gen51,Site3,Loc3,Year1,DS,R1,11,3,122.5374234,91.60359421,11.52716982,3.73067921,5.77352975,4.61853844,5.915460875,9.53171515
Gen52,Site3,Loc3,Year1,DS,R1,12,3,94.61216998,108.7029247,10.12934998,4.288896937,4.297823518,6.746586045,4.034812101,8.910612885
Gen53,Site3,Loc3,Year1,DS,R1,13,3,116.3600204,111.30715,12.40961414,5.126031086,4.917555421,4.467814557,5.928453403,8.708200589
Gen54,Site3,Loc3,Year1,DS,R1,14,3,92.3448115,89.46041996,11.59307843,3.909523337,7.484789514,4.070107475,5.259563521,7.668376198
Gen55,Site3,Loc3,Year1,DS,R1,15,3,120.8786058,86.92274763,12.93569066,6.753624587,4.885046546,4.294340574,3.585044987,7.731560498
Gen56,Site3,Loc3,Year1,DS,R1,16,3,101.4285718,104.7844374,11.20193041,4.732883542,5.521153874,5.979504866,5.438435491,7.271189674
Gen57,Site3,Loc3,Year1,DS,R1,17,3,82.86214583,96.73090446,11.30627345,5.071562031,4.265378419,3.602569893,5.512511968,7.035871296
Gen58,Site3,Loc3,Year1,DS,R1,18,3,96.56218356,95.02882209,14.21953427,2.29734086,3.889101725,4.394140704,5.490993258,4.063443635
Gen59,Site3,Loc3,Year1,DS,R1,19,3,121.330728,91.39503641,11.78458012,6.270600956,5.267972146,5.779537375,5.695717199,8.062188196
Gen60,Site3,Loc3,Year1,DS,R1,20,3,95.78535762,103.1457089,13.7749342,4.537087029,3.936369338,5.919632285,5.393444061,6.898668887
Gen61,Site3,Loc3,Year1,DS,R1,1,4,101.0504751,108.8212291,12.3217897,5.805685236,4.244361296,3.768030609,4.927403827,7.922140288
Gen62,Site3,Loc3,Year1,DS,R1,2,4,90.07702953,93.30640557,12.29956868,4.533253062,5.876476523,3.306581779,4.413383515,8.234795582
Gen63,Site3,Loc3,Year1,DS,R1,3,4,103.8947855,110.1003518,11.88476613,5.186837734,3.587626461,5.312243564,5.387237325,7.064539086
Gen64,Site3,Loc3,Year1,DS,R1,4,4,104.6571354,98.06374574,10.43164236,5.894812957,5.352267473,3.798434219,3.881771131,8.415190598
Gen65,Site3,Loc3,Year1,DS,R1,5,4,106.2147994,113.3582409,11.72405193,5.390187623,4.878520674,5.218810973,4.179476345,8.259374659
Gen66,Site3,Loc3,Year1,DS,R1,6,4,93.4908876,103.4476334,11.83438588,4.940615238,3.446278712,3.465109249,5.638973434,7.571021135
Gen67,Site3,Loc3,Year1,DS,R1,7,4,92.74462292,110.2105606,9.836799077,5.952418778,3.484551621,6.187220847,4.635882274,6.792253868
Gen68,Site3,Loc3,Year1,DS,R1,8,4,81.93900633,123.5599828,11.60662509,5.94038676,2.584734345,6.290934157,3.608022254,8.071319978
Gen69,Site3,Loc3,Year1,DS,R1,9,4,115.3693977,94.00417847,13.55356545,3.763703707,5.473521954,4.865120631,6.27590186,8.292088577
Gen70,Site3,Loc3,Year1,DS,R1,10,4,107.8162319,108.8658011,12.47177749,4.230987001,5.147606321,4.789499217,6.385024613,7.859046401
Gen71,Site3,Loc3,Year1,DS,R1,11,4,96.05338654,109.235181,11.20000565,5.460267209,6.310279754,5.285817108,5.939483895,8.726227283
Gen72,Site3,Loc3,Year1,DS,R1,12,4,95.69514124,92.12316703,10.48983575,3.80894064,5.917002478,4.973957066,5.718923375,7.75456044
Gen73,Site3,Loc3,Year1,DS,R1,13,4,85.64027475,96.39711963,12.66115075,4.582601534,6.001650196,3.643624134,5.431999728,7.810528342
Gen74,Site3,Loc3,Year1,DS,R1,14,4,100.800325,107.52932,13.52637752,4.544605713,6.720731389,4.345644429,6.565788428,8.003475354
Gen75,Site3,Loc3,Year1,DS,R1,15,4,90.27940659,127.0144643,13.40803545,5.226660122,4.154679162,5.676130607,4.150530338,8.062018667
Gen76,Site3,Loc3,Year1,DS,R1,16,4,80.44838908,92.34831118,12.1346275,5.596281758,4.216881817,3.597453114,5.177091037,8.09465253
Gen77,Site3,Loc3,Year1,DS,R1,17,4,103.6831064,99.82647047,12.58936907,5.807189155,4.6411846,6.106026994,6.637830641,7.750398314
Gen78,Site3,Loc3,Year1,DS,R1,18,4,97.35901361,95.59892095,13.04947591,4.288754364,5.299092372,4.290899012,3.909894227,7.715642381
Gen79,Site3,Loc3,Year1,DS,R1,19,4,99.10374168,82.54639499,13.35880333,5.365768026,6.255735775,4.201944802,5.473888906,7.486300085
Gen80,Site3,Loc3,Year1,DS,R1,20,4,109.5466511,113.0326744,12.12418732,4.122381047,3.210884107,4.316477731,5.901239476,6.147271483
Gen81,Site3,Loc3,Year1,DS,R1,1,5,98.89242633,96.46030551,12.98147594,5.001768064,4.288244326,5.062264389,5.772105094,8.184455488
Gen82,Site3,Loc3,Year1,DS,R1,2,5,102.9890831,102.1754652,13.41879451,4.937631088,4.064484618,4.978833899,5.873754108,7.014130881
Gen83,Site3,Loc3,Year1,DS,R1,3,5,93.9952174,107.5675188,14.13924356,4.616194609,4.832613438,4.868276196,4.330095507,5.993834247
Gen84,Site3,Loc3,Year1,DS,R1,4,5,91.26153508,94.48011183,13.77873498,5.490934721,5.075089738,4.656551795,5.24992887,8.210429186
Gen85,Site3,Loc3,Year1,DS,R1,5,5,114.827859,93.7900621,11.90262319,4.870740239,6.39002816,5.592184556,3.991583284,8.816646558
Gen86,Site3,Loc3,Year1,DS,R1,6,5,114.5684624,85.91823741,11.34645052,4.632813666,4.205361504,3.507878305,4.61757646,7.520198662
Gen87,Site3,Loc3,Year1,DS,R1,7,5,101.6430946,99.63512532,10.68815325,3.651217982,4.125116998,4.550687858,3.599863232,6.71461873
Gen88,Site3,Loc3,Year1,DS,R1,8,5,100.0811642,95.35729868,13.68695494,4.5862453,4.150182733,4.690729289,6.454635018,8.654286446
Gen89,Site3,Loc3,Year1,DS,R1,9,5,120.6004336,108.1309058,13.29772656,6.533382125,5.412728743,6.544715937,3.542684396,10.06696361
Gen90,Site3,Loc3,Year1,DS,R1,10,5,88.35876093,95.09299359,12.55874024,5.57940003,5.955377896,5.17071854,5.708510906,7.903100219
Gen91,Site3,Loc3,Year1,DS,R1,11,5,105.6171657,98.62769176,12.76348957,3.412810141,4.764007513,5.269287686,5.130088701,6.365846886
Gen92,Site3,Loc3,Year1,DS,R1,12,5,94.24329271,105.3872145,13.62298364,4.073063241,4.227476552,6.44620817,4.177473882,5.031786972
Gen93,Site3,Loc3,Year1,DS,R1,13,5,107.5540649,83.65032276,11.87795569,6.469058458,5.430231327,5.79226327,4.302545839,7.310646749
Gen94,Site3,Loc3,Year1,DS,R1,14,5,110.4743618,87.23783468,12.64486751,4.406039926,5.791257469,3.813824438,5.002726584,8.466316314
Gen95,Site3,Loc3,Year1,DS,R1,15,5,108.0918956,97.02673173,13.28658299,3.796064183,5.171729367,5.088309397,5.146699072,7.267842357
Gen96,Site3,Loc3,Year1,DS,R1,16,5,97.93513867,98.17848305,10.90208271,5.816348404,4.405043656,2.887757175,4.247813976,9.602825602
Gen97,Site3,Loc3,Year1,DS,R1,17,5,90.8541778,94.25883587,12.73628961,5.186337698,4.63148487,4.647640265,4.463381019,7.800524593
Gen98,Site3,Loc3,Year1,DS,R1,18,5,99.29134437,103.8249787,12.75184789,5.067275569,5.959673923,4.574900992,3.487851199,8.034278577
Gen99,Site3,Loc3,Year1,DS,R1,19,5,101.0965062,108.0589685,13.14356743,5.840283,4.969497054,5.174592277,3.975720999,7.69899605
Gen100,Site3,Loc3,Year1,DS,R1,20,5,92.90697372,108.935161,11.0787547,4.35142508,4.704553229,4.80589497,5.078981209,6.216519051
Gen101,Site3,Loc3,Year1,DS,R1,1,6,96.36971368,92.91709984,10.11686226,4.298774982,5.767648278,4.976532592,6.373348864,7.850639709
Gen102,Site3,Loc3,Year1,DS,R1,2,6,107.8581224,99.23279066,12.08694808,5.388436687,5.578161416,5.797960365,4.518513595,8.460447536
Gen103,Site3,Loc3,Year1,DS,R1,3,6,105.0627585,105.8444837,11.18161027,5.170066746,5.267247244,5.989743468,4.513236609,7.375227171
Gen104,Site3,Loc3,Year1,DS,R1,4,6,103.701434,69.9915212,12.23802829,4.561646849,4.884606758,5.012498097,6.977743791,8.076662961
Gen105,Site3,Loc3,Year1,DS,R1,5,6,101.4554007,122.3192929,11.62031885,3.798936228,5.954712324,5.480157588,4.246376668,7.843300382
Gen106,Site3,Loc3,Year1,DS,R1,6,6,100.7494775,96.28031558,9.916742594,5.166096927,4.782712451,5.463123831,5.989152471,8.508685134
Gen107,Site3,Loc3,Year1,DS,R1,7,6,93.04393306,89.1181533,13.85970215,4.729494082,6.689558095,2.9140655,5.778656737,9.60106243
Gen108,Site3,Loc3,Year1,DS,R1,8,6,97.17401882,100.9006674,12.18719228,5.841471369,5.031248457,4.256329155,5.038267971,6.096452059
Gen109,Site3,Loc3,Year1,DS,R1,9,6,98.43849421,110.6810746,12.41667933,3.236418566,5.906113559,4.187575116,3.370471549,7.839202436
Gen110,Site3,Loc3,Year1,DS,R1,10,6,109.7649017,91.96767351,11.53584474,4.386077666,3.297234209,3.841882132,3.913391774,9.275628815
Gen111,Site3,Loc3,Year1,DS,R1,11,6,103.5641853,92.47732681,12.01038364,5.281433659,4.000446815,5.942745332,6.093571136,7.091672752
Gen112,Site3,Loc3,Year1,DS,R1,12,6,105.0357199,108.7007959,12.82111868,4.150713524,5.333730009,6.661057091,4.383512886,6.568386128
Gen113,Site3,Loc3,Year1,DS,R1,13,6,100.5130842,84.43544155,13.30904432,6.052683189,7.036875245,3.860359882,3.66538356,8.72180071
Gen114,Site3,Loc3,Year1,DS,R1,14,6,104.7659331,90.64517762,13.09574619,5.093124721,4.89643501,5.738632783,5.665557962,8.184045104
Gen115,Site3,Loc3,Year1,DS,R1,15,6,100.0001061,99.74063862,13.16828626,3.337369916,5.306160218,6.288084039,4.40642625,7.651579176
Gen116,Site3,Loc3,Year1,DS,R1,16,6,105.766403,109.1776721,13.02269292,5.839279066,4.370703052,4.531287817,6.44027155,8.690800641
Gen117,Site3,Loc3,Year1,DS,R1,17,6,110.112195,117.1088219,12.87649821,3.8057864,4.300081912,4.682685574,7.861508741,8.996398279
Gen118,Site3,Loc3,Year1,DS,R1,18,6,85.08275119,112.6955347,12.19281201,4.47985207,5.67801808,5.309305208,5.53063076,7.962169572
Gen119,Site3,Loc3,Year1,DS,R1,19,6,94.68527047,101.4286838,11.44987545,4.023655864,5.103339869,5.101559757,6.131047896,10.47226698
Gen120,Site3,Loc3,Year1,DS,R1,20,6,105.4741212,101.7190487,13.05971108,5.449855784,5.079430017,3.986548662,5.123865342,8.771323564
Gen121,Site3,Loc3,Year1,DS,R1,1,7,106.1384668,96.74381787,13.22977925,5.26887193,4.030878019,7.080092809,5.703461728,8.566456859
Gen122,Site3,Loc3,Year1,DS,R1,2,7,107.1962409,106.591772,12.26528285,5.662729343,4.820013105,4.602916548,3.819368219,7.224246226
Gen123,Site3,Loc3,Year1,DS,R1,3,7,85.67724351,100.3918303,11.97910312,5.845856494,7.544737296,6.815912866,5.14152231,6.372453371
Gen124,Site3,Loc3,Year1,DS,R1,4,7,110.3627197,116.0233298,12.15371184,5.043988667,4.598931959,3.717856351,3.734356528,8.572683314
Gen125,Site3,Loc3,Year1,DS,R1,5,7,89.83840302,96.87018496,11.07772213,4.568326843,4.523101494,6.808981037,4.696576985,7.120671192
Gen126,Site3,Loc3,Year1,DS,R1,6,7,99.0380579,105.0625199,11.23008202,4.752688232,4.236402237,5.535213573,5.504128562,8.364651833
Gen127,Site3,Loc3,Year1,DS,R1,7,7,97.46042015,105.0032986,10.91984395,5.492723789,5.079475582,4.880659992,5.319087565,7.458579202
Gen128,Site3,Loc3,Year1,DS,R1,8,7,107.2621735,111.3900559,10.62594337,4.850410769,5.385396853,6.451458001,5.661070182,7.393154235
Gen129,Site3,Loc3,Year1,DS,R1,9,7,102.5156403,89.09984658,12.94363531,3.304237041,6.115637288,5.928372958,4.471825726,8.308450508
Gen130,Site3,Loc3,Year1,DS,R1,10,7,98.20392741,120.4487105,11.3583908,4.730946462,4.34824198,4.868283965,5.094345584,9.162664221
Gen131,Site3,Loc3,Year1,DS,R1,11,7,97.75139508,97.90662661,11.86192303,4.730099388,5.028550627,5.167094647,3.851521958,7.916622684
Gen132,Site3,Loc3,Year1,DS,R1,12,7,86.46342197,112.5148369,10.37017342,3.228638599,5.289295443,5.092688595,3.924553925,8.609430731
Gen133,Site3,Loc3,Year1,DS,R1,13,7,110.0781367,101.5736945,10.96784758,5.414393827,5.171739718,4.303516687,4.805422943,7.578079026
Gen134,Site3,Loc3,Year1,DS,R1,14,7,90.59783893,114.9472534,11.95418577,6.144375421,4.194398693,5.388405139,4.238821963,8.344787262
Gen135,Site3,Loc3,Year1,DS,R1,15,7,110.7958317,85.83772808,13.36119241,4.02685444,3.923690883,5.908605375,3.153561112,8.339742033
Gen136,Site3,Loc3,Year1,DS,R1,16,7,93.81913952,122.0105971,11.53957622,4.283370282,6.336433724,4.371075893,6.710571986,8.060732356
Gen137,Site3,Loc3,Year1,DS,R1,17,7,107.5564456,107.1623416,14.07239275,3.975451758,6.070290896,4.362436788,3.559412395,7.886295191
Gen138,Site3,Loc3,Year1,DS,R1,18,7,98.90936197,102.2943006,10.7939875,3.791199231,5.546294341,4.640083312,5.796282091,8.095799472
Gen139,Site3,Loc3,Year1,DS,R1,19,7,98.55381845,93.4047906,12.0577901,5.914847467,4.517915741,4.187883841,5.165053182,6.935509793
Gen140,Site3,Loc3,Year1,DS,R1,20,7,98.6234611,105.4057571,11.99819696,6.326078212,5.685282712,3.596489784,4.002212929,8.593668386
Gen141,Site3,Loc3,Year1,DS,R1,1,8,96.81236966,97.09894123,12.2889509,6.094127213,5.329349654,5.408667931,7.288608425,8.126099611
Gen142,Site3,Loc3,Year1,DS,R1,2,8,96.0519059,102.9081649,12.22160648,5.991555002,4.358458389,4.804490764,4.240361812,10.43571562
Gen143,Site3,Loc3,Year1,DS,R1,3,8,80.56988712,90.16565778,10.54133112,5.269078684,6.3255531,4.100850794,3.750724966,6.259815661
Gen144,Site3,Loc3,Year1,DS,R1,4,8,104.1439363,99.6067558,12.98226197,4.716596855,5.865281363,3.441462921,3.743355024,8.892521122
Gen145,Site3,Loc3,Year1,DS,R1,5,8,115.5886232,108.6131883,12.03164109,6.084620081,6.458070602,5.817683386,3.743593757,8.131662605
Gen146,Site3,Loc3,Year1,DS,R1,6,8,106.688773,114.4624648,13.41583348,5.063392323,4.672244848,6.323657857,5.092811176,9.43175358
Gen147,Site3,Loc3,Year1,DS,R1,7,8,117.6700259,105.4186235,12.0027612,5.154543014,2.660616559,5.140009259,5.475733082,9.661447077
Gen148,Site3,Loc3,Year1,DS,R1,8,8,91.52488025,96.13077421,11.15118951,4.62704833,5.195829393,3.599039248,3.723417013,8.279192328
Gen149,Site3,Loc3,Year1,DS,R1,9,8,85.40996709,89.46568424,12.60724901,6.920506822,6.394871261,5.222419284,8.031557889,7.416518515
Gen150,Site3,Loc3,Year1,DS,R1,10,8,80.27108666,87.21066865,10.98115265,4.387869847,3.640648813,5.301146373,5.732171636,6.159019484
Gen151,Site3,Loc3,Year1,DS,R1,11,8,107.3291177,89.36363549,12.92969084,5.175477434,4.96421861,6.454564441,4.381179498,6.261339008
Gen152,Site3,Loc3,Year1,DS,R1,12,8,107.6897056,114.2463851,11.50838889,4.533998559,5.692898828,6.134502314,4.817566134,6.645491088
Gen153,Site3,Loc3,Year1,DS,R1,13,8,112.0743931,94.6035981,12.88616851,5.893391418,4.782563935,4.714971853,5.19733055,6.399101538
Gen154,Site3,Loc3,Year1,DS,R1,14,8,114.8016272,98.53230417,11.87579731,3.722839468,3.877355935,5.05086106,3.236352741,7.832676174
Gen155,Site3,Loc3,Year1,DS,R1,15,8,113.770481,101.5335221,10.17586738,5.216728988,4.283980838,4.184534838,5.083151283,7.050779042
Gen156,Site3,Loc3,Year1,DS,R1,16,8,112.0009018,89.22882086,11.41102338,4.929923807,4.991508656,5.276686831,4.668349915,8.273570345
Gen157,Site3,Loc3,Year1,DS,R1,17,8,102.7821838,106.2994965,11.46899368,4.147048065,3.754926904,5.941670864,3.118282161,8.114547074
Gen158,Site3,Loc3,Year1,DS,R1,18,8,113.4618021,97.92311019,12.21759428,6.299161568,4.179770677,3.708767785,6.413751334,8.405827185
Gen159,Site3,Loc3,Year1,DS,R1,19,8,95.87036326,88.95223677,11.19445502,5.449873044,4.538629568,4.558414128,4.759880434,9.058184071
Gen160,Site3,Loc3,Year1,DS,R1,20,8,109.6465369,114.8231856,11.65568912,4.530690313,6.07996027,5.325707857,6.067143646,8.77171178
Gen161,Site3,Loc3,Year1,DS,R1,1,9,100.0056555,91.50382126,12.57610217,5.106340128,5.648694262,4.67656253,3.226215501,6.801526535
Gen162,Site3,Loc3,Year1,DS,R1,2,9,78.69603917,88.83573982,12.11249428,5.841410684,5.369261437,2.685248529,2.682485687,8.736636031
Gen163,Site3,Loc3,Year1,DS,R1,3,9,109.2762419,106.2605217,10.94914533,3.845112104,3.922133832,4.807563495,5.646195143,6.206371966
Gen164,Site3,Loc3,Year1,DS,R1,4,9,93.31030311,107.4506343,10.99936935,5.806013378,4.350174404,4.638424814,5.098538812,6.780881367
Gen165,Site3,Loc3,Year1,DS,R1,5,9,114.836999,107.4036733,11.38712129,6.864342781,5.865639608,5.952273139,4.694323328,7.898117839
Gen166,Site3,Loc3,Year1,DS,R1,6,9,113.559924,115.284203,11.27335545,4.244449584,6.249945271,4.015265455,5.26622912,7.777456558
Gen167,Site3,Loc3,Year1,DS,R1,7,9,81.19630418,98.56881479,11.38280576,5.329512444,5.212759351,7.016677268,4.894705658,7.497515667
Gen168,Site3,Loc3,Year1,DS,R1,8,9,99.19672029,102.3961868,11.18880339,3.316101103,5.344107827,5.120750972,4.739023469,9.011824572
Gen169,Site3,Loc3,Year1,DS,R1,9,9,104.1231643,84.75220137,12.39196957,5.127943017,5.686771969,5.073227058,5.764979567,8.384889159
Gen170,Site3,Loc3,Year1,DS,R1,10,9,116.4247752,104.622088,11.81481096,6.096423848,5.431757647,4.343386293,4.57152768,7.494341437
Gen171,Site3,Loc3,Year1,DS,R1,11,9,91.10223734,75.44779481,10.80782623,5.80839529,4.345222756,4.682098283,5.40223661,9.154696151
Gen172,Site3,Loc3,Year1,DS,R1,12,9,88.89071972,121.6816437,11.34974134,6.74344888,6.347549793,5.952248389,4.649152403,7.64708977
Gen173,Site3,Loc3,Year1,DS,R1,13,9,97.07659394,81.98700382,11.50852273,5.186102504,5.697348778,4.88846008,3.466401948,8.385533146
Gen174,Site3,Loc3,Year1,DS,R1,14,9,100.8969879,97.43304082,10.59439916,3.216928365,4.479977483,5.175327085,5.387463028,9.810983582
Gen175,Site3,Loc3,Year1,DS,R1,15,9,96.3419883,85.94254888,12.72246099,4.301906036,4.077895586,6.091685387,4.364872004,7.546106125
Gen176,Site3,Loc3,Year1,DS,R1,16,9,85.22704851,78.08051676,9.820883855,4.181470907,5.229268593,5.089356995,4.642705882,7.598304414
Gen177,Site3,Loc3,Year1,DS,R1,17,9,105.1735095,96.86372502,13.39866567,5.570279172,5.829312714,6.100575518,4.835023915,6.261167277
Gen178,Site3,Loc3,Year1,DS,R1,18,9,106.0020275,91.1082154,12.86047786,5.040548993,3.712126849,4.327287244,5.940210524,7.032542175
Gen179,Site3,Loc3,Year1,DS,R1,19,9,99.25518504,97.31589894,12.58883174,6.436255053,4.850397696,4.198444821,3.852855943,8.494866595
Gen180,Site3,Loc3,Year1,DS,R1,20,9,89.78600434,102.5477082,12.85283178,4.175216402,5.41204713,6.060022691,6.200435687,8.656781976
Gen181,Site3,Loc3,Year1,DS,R1,1,10,92.30102576,94.19173724,12.35009587,4.590108477,5.276173672,3.197623308,6.532685635,6.329035448
Gen182,Site3,Loc3,Year1,DS,R1,2,10,99.01809759,105.2497407,10.62914131,6.354320526,4.558756782,6.21579556,4.043045657,6.977682052
