Gname,Site,Location,Year,Season,Rep,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,YLD
Gen28,Site1,Loc1,Year1,DS,R1,8,2,88.10500216,90.78853095,13.4906964,6.192700862,5.385252318,6.641542718,5.301950393,6.06791842
Gen29,Site1,Loc1,Year1,DS,R1,9,2,100.4476166,89.56763296,13.29497994,5.573899395,5.98235096,3.753555069,5.128264685,8.96048512
Gen30,Site1,Loc1,Year1,DS,R1,10,2,86.10830964,112.654129,13.22001335,4.398532265,5.535122281,2.825881991,5.108992773,8.635285748
Gen31,Site1,Loc1,Year1,DS,R1,11,2,97.8718892,115.858153,11.38439768,5.96501026,6.463872095,5.30195155,4.573260442,5.499407703
Gen32,Site1,Loc1,Year1,DS,R1,12,2,93.80303601,100.9801408,12.35661771,3.954093955,5.336541852,4.027371817,4.934443974,7.498938646
Gen33,Site1,Loc1,Year1,DS,R1,13,2,97.95019531,101.4634713,11.19302957,7.302419393,6.033438444,5.076071056,7.424558508,8.0947965
Gen34,Site1,Loc1,Year1,DS,R1,14,2,102.5048408,101.3086656,11.67471344,5.749370533,3.6203419,5.622806956,5.511785845,8.499122922
Gen35,Site1,Loc1,Year1,DS,R1,15,2,125.1480646,112.8436002,12.05347556,4.288218719,4.118908685,5.206798602,6.39926264,6.789147409
Gen36,Site1,Loc1,Year1,DS,R1,16,2,99.17303205,107.7090875,12.70642332,5.303566618,4.511583872,5.325387858,5.322114569,9.993910001
Gen37,Site1,Loc1,Year1,DS,R1,17,2,112.1857463,131.6920514,11.85646826,4.013395053,3.99834258,5.348454669,4.948603261,7.990919201
Gen38,Site1,Loc1,Year1,DS,R1,18,2,97.24583675,114.3558216,13.97004247,5.603943499,5.844610912,4.114962831,2.249382721,8.125230194
Gen39,Site1,Loc1,Year1,DS,R1,19,2,100.3253228,104.6672467,12.74658186,6.076842961,7.064442875,4.40617252,6.123348381,6.908864727
Gen40,Site1,Loc1,Year1,DS,R1,20,2,96.68510937,108.7422443,11.12343084,4.343804226,7.293129836,3.534644727,5.428480777,7.696552968
Gen41,Site1,Loc1,Year1,DS,R1,1,3,87.85156121,98.73589425,13.67958823,5.976887292,4.265205587,3.525010674,4.281679105,9.452870681
Gen42,Site1,Loc1,Year1,DS,R1,2,3,97.66246577,92.87450864,11.53435442,6.77015097,6.240279203,2.781382558,5.042746559,8.365741581
Gen43,Site1,Loc1,Year1,DS,R1,3,3,94.84941786,100.879083,13.3712884,4.81638315,6.73492197,4.531307898,5.162493851,7.790872307
Gen44,Site1,Loc1,Year1,DS,R1,4,3,113.7170293,107.0075093,12.08125157,4.598290881,5.432526496,6.030646464,1.876052347,8.006414308
Gen45,Site1,Loc1,Year1,DS,R1,5,3,105.2199512,98.51698782,12.01350811,4.913307782,4.493655707,4.334509966,3.178765256,9.554159554
Gen46,Site1,Loc1,Year1,DS,R1,6,3,109.5330674,101.4306488,11.45206563,5.017520903,3.855872756,5.359731494,5.373478566,6.930241376
Gen47,Site1,Loc1,Year1,DS,R1,7,3,102.7465611,104.1310182,11.96794004,4.495173096,5.398163667,3.801122234,5.879329606,8.760890266
Gen48,Site1,Loc1,Year1,DS,R1,8,3,100.5165851,97.09211778,13.45174713,5.819331756,3.287005095,5.934710771,4.244497687,6.96781431
Gen49,Site1,Loc1,Year1,DS,R1,9,3,111.3119341,94.64754504,11.58191397,5.488842845,5.004473018,4.845628984,6.062033591,8.322112382
Gen50,Site1,Loc1,Year1,DS,R1,10,3,101.1224741,117.331657,10.74988207,4.559870701,5.293756939,5.454778729,4.886778709,7.401424176
Gen51,Site1,Loc1,Year1,DS,R1,11,3,107.2142305,95.00153296,13.9163432,4.926891629,4.673013873,5.536465703,4.916694085,10.41908042
Gen52,Site1,Loc1,Year1,DS,R1,12,3,103.0135914,105.3401809,10.96736851,2.98613591,5.033720214,4.516820158,5.269631065,9.872729496
Gen53,Site1,Loc1,Year1,DS,R1,13,3,102.1315844,93.53508481,13.5092862,4.764179495,4.680530732,5.874709039,5.426042264,6.049029216
Gen54,Site1,Loc1,Year1,DS,R1,14,3,86.77729524,118.3550876,13.04093727,6.31842185,5.750428248,5.070204916,6.624673256,8.309741491
Gen55,Site1,Loc1,Year1,DS,R1,15,3,101.8559653,104.417832,11.38242328,3.822742814,5.468667157,2.741607132,6.43492465,8.605844105
Gen56,Site1,Loc1,Year1,DS,R1,16,3,114.8366913,102.5545564,12.39853175,3.852770211,4.493442799,5.890483202,4.446348219,9.247915835
Gen57,Site1,Loc1,Year1,DS,R1,17,3,114.3703553,109.9716125,12.28011888,3.624805013,5.749466243,4.300467102,5.731019604,10.45918592
Gen58,Site1,Loc1,Year1,DS,R1,18,3,91.54414086,100.3900749,12.00722011,3.732770823,7.009061953,5.902944689,5.347212536,8.068585544
Gen59,Site1,Loc1,Year1,DS,R1,19,3,115.8143141,104.7808544,12.18654758,3.620453387,5.425667876,7.035744194,3.419383423,6.671124763
Gen60,Site1,Loc1,Year1,DS,R1,20,3,109.8679756,87.42708564,10.45504078,5.560438028,5.86986715,3.652995203,8.316241884,9.411967911
Gen61,Site1,Loc1,Year1,DS,R1,1,4,98.92161993,97.49361049,11.75944617,6.916898417,5.618120296,6.186933486,5.200806231,9.197634842
Gen62,Site1,Loc1,Year1,DS,R1,2,4,98.05485284,88.76920885,11.29297737,6.380679999,3.521292432,4.106591831,5.865723208,8.691135052
Gen63,Site1,Loc1,Year1,DS,R1,3,4,99.70838214,104.8925116,11.74731422,4.797224699,4.62213171,5.236041352,5.734121075,7.723074466
Gen64,Site1,Loc1,Year1,DS,R1,4,4,98.66834925,98.47097876,13.39164468,4.259702594,6.522037231,4.169787946,4.076381197,8.837357731
Gen65,Site1,Loc1,Year1,DS,R1,5,4,111.1673715,124.0276343,11.95413275,6.201600876,5.276531952,4.722302205,5.927925299,8.436808882
Gen66,Site1,Loc1,Year1,DS,R1,6,4,105.2562559,97.17064816,10.97300296,5.408574633,3.314337597,5.014702281,4.968470847,6.565786992
Gen67,Site1,Loc1,Year1,DS,R1,7,4,96.10568582,85.58502136,12.2351221,4.873081489,4.370890931,5.858319831,5.704825522,7.212281378
Gen68,Site1,Loc1,Year1,DS,R1,8,4,96.33048521,89.90566741,11.10106222,2.689819872,5.823895405,4.708458454,5.128200857,7.957291301
Gen69,Site1,Loc1,Year1,DS,R1,9,4,88.37810519,101.4192612,11.88971301,5.877794969,5.556579654,5.119416497,6.193936921,7.909246041
Gen70,Site1,Loc1,Year1,DS,R1,10,4,93.8416345,84.32418201,12.73570797,4.927332558,2.800846424,3.967000338,4.256025404,8.582782117
Gen71,Site1,Loc1,Year1,DS,R1,11,4,86.19047843,96.99018419,12.0073212,4.874924071,4.826225646,5.563840857,8.650413093,8.709884917
Gen72,Site1,Loc1,Year1,DS,R1,12,4,93.69925659,97.55204435,12.18016268,5.248188736,4.279708032,4.342021204,6.957693332,7.020415929
Gen73,Site1,Loc1,Year1,DS,R1,13,4,92.18467551,110.2458197,9.551797779,3.004411618,5.150799893,6.323049959,6.408574914,9.575031043
Gen74,Site1,Loc1,Year1,DS,R1,14,4,90.95807343,111.2273443,11.72459354,4.069354119,4.406046134,4.17338782,4.497531672,7.252922551
Gen75,Site1,Loc1,Year1,DS,R1,15,4,105.9052487,108.2809362,12.35044975,3.951708912,6.074582069,5.238118624,4.540884598,8.483498188
Gen76,Site1,Loc1,Year1,DS,R1,16,4,102.4314495,105.0993868,12.91842431,5.336948308,5.515058594,3.464152672,4.646092289,7.728482862
Gen77,Site1,Loc1,Year1,DS,R1,17,4,101.3961747,95.07433062,12.74902289,6.640057375,6.39614539,5.893273896,5.364633249,7.240775523
Gen78,Site1,Loc1,Year1,DS,R1,18,4,98.62204743,85.84023369,13.60895179,4.853716747,3.689500236,5.160615913,6.447748377,7.471428914
Gen79,Site1,Loc1,Year1,DS,R1,19,4,119.059955,103.6995355,12.13420921,5.394150825,6.270318719,5.356078369,4.514615948,7.813911534
Gen80,Site1,Loc1,Year1,DS,R1,20,4,89.10898467,121.7460152,11.99925964,5.384334315,4.778246479,5.597288589,3.006050493,11.14958
Gen81,Site1,Loc1,Year1,DS,R1,1,5,100.4051032,99.02327077,11.73644508,5.067881143,5.377027775,6.14632984,5.383494907,6.853982791
Gen82,Site1,Loc1,Year1,DS,R1,2,5,92.13496087,98.00956587,13.12800387,3.883121526,6.146346822,4.07065146,5.079210027,7.33974317
Gen83,Site1,Loc1,Year1,DS,R1,3,5,95.45335466,99.25686321,14.07730394,3.487992079,5.342511947,5.904495392,5.468326433,7.739527691
Gen84,Site1,Loc1,Year1,DS,R1,4,5,107.5478765,101.1253385,12.51128245,5.066301417,6.294469054,5.098677519,6.036399883,10.43978212
Gen85,Site1,Loc1,Year1,DS,R1,5,5,102.5790798,108.1098452,11.25308757,4.278154007,3.237766879,5.623972013,4.958479497,5.935866309
Gen86,Site1,Loc1,Year1,DS,R1,6,5,97.6463849,88.55051762,10.87192262,6.710342565,5.522160924,3.637247223,4.475053228,10.60523366
Gen87,Site1,Loc1,Year1,DS,R1,7,5,86.89669849,109.9410685,10.24906466,6.720501751,5.608749838,5.451789563,5.036507034,8.596640616
Gen88,Site1,Loc1,Year1,DS,R1,8,5,102.4529776,101.1280871,11.86163306,5.043239471,6.09828463,5.365225251,4.407483167,8.894993665
Gen89,Site1,Loc1,Year1,DS,R1,9,5,95.05792668,103.3677839,12.01069377,4.504698167,4.604645319,3.706561732,5.143053926,8.957432388
Gen90,Site1,Loc1,Year1,DS,R1,10,5,110.0046504,102.555732,11.86663769,4.547230738,4.942001574,5.206846818,7.063327764,8.471964393
Gen91,Site1,Loc1,Year1,DS,R1,11,5,91.71206941,90.26794752,11.89210874,6.302798013,5.270093259,5.66812143,5.010792421,8.324581336
Gen92,Site1,Loc1,Year1,DS,R1,12,5,100.9587491,88.48942616,12.11541007,6.575188968,3.900309106,4.311540248,4.820991068,6.811180808
Gen93,Site1,Loc1,Year1,DS,R1,13,5,104.0577638,82.8032935,12.14214251,3.515089868,3.673251108,2.540251671,2.064878307,6.841096072
Gen94,Site1,Loc1,Year1,DS,R1,14,5,99.55150198,89.92320707,13.07971097,5.03869805,5.83488118,4.925688518,3.385248513,7.149766279
Gen95,Site1,Loc1,Year1,DS,R1,15,5,100.18562,93.12429597,12.21744355,2.79149383,5.779730708,4.076135143,4.85551155,6.779982289
Gen96,Site1,Loc1,Year1,DS,R1,16,5,115.2429813,121.0097155,12.19011723,4.987567034,5.592866721,5.883616755,3.811929889,5.482970097
Gen97,Site1,Loc1,Year1,DS,R1,17,5,105.4686345,97.2648374,12.67964312,5.574439693,3.474734683,3.791387687,3.891788994,8.656079649
Gen98,Site1,Loc1,Year1,DS,R1,18,5,108.3862971,100.1515339,10.3316539,5.695403744,5.300193711,4.364751982,5.154197403,8.380857817
Gen99,Site1,Loc1,Year1,DS,R1,19,5,87.92874529,99.04309465,12.66056398,5.878935214,5.995906291,5.074031763,5.688705251,7.029174689
Gen100,Site1,Loc1,Year1,DS,R1,20,5,95.70961461,101.1258165,11.47773858,4.685514367,4.880215679,4.411034182,5.562429249,7.797790433
Gen101,Site1,Loc1,Year1,DS,R1,1,6,92.95375307,97.84753499,12.79337743,7.277935684,3.163370834,5.641933347,4.126103841,8.485682044
Gen102,Site1,Loc1,Year1,DS,R1,2,6,76.66252749,108.469867,11.77113977,4.327839236,4.367875259,4.831319108,4.99947837,7.974561968
Gen103,Site1,Loc1,Year1,DS,R1,3,6,92.15227812,100.2775988,11.10675417,4.072723085,3.909882698,5.2272787,3.328066111,7.349110485
Gen104,Site1,Loc1,Year1,DS,R1,4,6,107.7358086,102.6338653,12.33138792,3.875097825,5.569181032,5.164787819,5.507112056,7.627166679
Gen105,Site1,Loc1,Year1,DS,R1,5,6,111.3655681,85.32556074,11.60506288,4.203045344,5.024778024,3.985575499,5.45790954,7.562964138
Gen106,Site1,Loc1,Year1,DS,R1,6,6,101.5415607,102.7712502,12.81121239,4.991165187,4.941633088,6.01952469,6.095118436,7.955395979
Gen107,Site1,Loc1,Year1,DS,R1,7,6,107.9064264,103.0844303,12.9083415,6.892173655,4.424388347,4.675812346,6.574687414,6.749427562
Gen108,Site1,Loc1,Year1,DS,R1,8,6,84.68045003,113.1139066,11.20599768,6.106490631,5.903316276,5.298497775,4.224706777,8.257530406
Gen109,Site1,Loc1,Year1,DS,R1,9,6,95.07205625,106.2534744,11.71214181,4.253379438,5.419107613,5.435017924,5.811897698,6.345673252
Gen110,Site1,Loc1,Year1,DS,R1,10,6,99.18507991,104.4988693,11.09511806,4.171749824,6.183746168,5.935958198,3.117046467,8.913160047
Gen111,Site1,Loc1,Year1,DS,R1,11,6,81.67078549,104.693784,11.83607005,5.55744279,4.814705903,4.847383751,5.529469958,10.27899451
Gen112,Site1,Loc1,Year1,DS,R1,12,6,92.82466943,90.73354974,11.25859308,6.522229799,3.625534166,5.072204423,4.40874909,8.019131508
Gen113,Site1,Loc1,Year1,DS,R1,13,6,91.04380156,76.31462712,11.26154206,5.527973433,3.026494986,4.079306616,3.223941151,8.66930876
Gen114,Site1,Loc1,Year1,DS,R1,14,6,99.34632513,101.9544591,10.21942186,3.316500084,5.028521591,6.432375545,4.405882578,7.873167018
Gen115,Site1,Loc1,Year1,DS,R1,15,6,94.597556,105.6013058,11.82277552,5.362423702,5.870708598,6.107972805,4.358045238,7.30198797
Gen116,Site1,Loc1,Year1,DS,R1,16,6,109.2495123,86.61738707,11.92884129,4.957439121,6.451477308,5.5091984,4.271472511,9.832400875
Gen117,Site1,Loc1,Year1,DS,R1,17,6,114.0433036,87.37741232,11.36068469,5.657960834,4.482464474,6.773604223,4.897939726,7.433259949
Gen118,Site1,Loc1,Year1,DS,R1,18,6,92.62210858,121.1542911,11.5958898,4.041337746,3.901284201,3.544575024,4.649424923,5.257727098
Gen119,Site1,Loc1,Year1,DS,R1,19,6,108.764203,110.2825014,12.043181,6.421692845,4.38970993,5.345359397,5.76275864,8.358831541
Gen120,Site1,Loc1,Year1,DS,R1,20,6,87.01134661,107.4213676,12.41631538,4.489264129,6.459425181,5.857611926,5.58515717,7.84355836
Gen121,Site1,Loc1,Year1,DS,R1,1,7,107.3312064,99.27964338,12.78845569,5.095815685,4.607694073,6.974877063,4.974055912,8.09829606
Gen122,Site1,Loc1,Year1,DS,R1,2,7,84.90579809,104.9416387,12.50711088,4.71835515,4.740679801,2.085494568,6.290731562,7.202501987
Gen123,Site1,Loc1,Year1,DS,R1,3,7,101.9968701,92.18860595,12.3631328,5.668580307,4.919656226,4.314801359,4.986391606,8.603698532
Gen124,Site1,Loc1,Year1,DS,R1,4,7,96.68208852,97.84728999,13.85718394,5.002043114,4.852559362,7.624466833,5.544970269,5.779370146
Gen125,Site1,Loc1,Year1,DS,R1,5,7,92.87606629,88.3481571,12.58533144,6.393680665,4.120219551,7.107197976,6.519060712,7.937095605
Gen126,Site1,Loc1,Year1,DS,R1,6,7,81.83751802,110.3366043,11.56052887,6.806923792,6.723828683,5.410345548,6.045083416,7.842795813
Gen127,Site1,Loc1,Year1,DS,R1,7,7,95.68089459,112.1048351,12.19652632,5.948479665,4.914167259,5.966421995,3.908276815,6.971698716
Gen128,Site1,Loc1,Year1,DS,R1,8,7,99.27810247,98.85639253,12.98485858,5.664742569,4.143644559,5.262250858,4.299324127,9.191967943
Gen129,Site1,Loc1,Year1,DS,R1,9,7,103.6922523,104.3488884,9.764577543,5.023895284,4.53170195,3.754771931,2.85821289,7.138918372
Gen130,Site1,Loc1,Year1,DS,R1,10,7,85.56342779,100.6497867,12.12043943,3.695052135,4.825561521,5.015682341,5.137712555,8.659709336
Gen131,Site1,Loc1,Year1,DS,R1,11,7,109.6053596,107.4684089,13.5515622,5.4523986,4.830025032,2.09208298,5.315867959,7.398360989
Gen132,Site1,Loc1,Year1,DS,R1,12,7,100.2900258,109.6279985,10.46755186,3.850231722,7.130302721,4.665796382,4.466908057,8.831361116
Gen133,Site1,Loc1,Year1,DS,R1,13,7,86.52733874,95.46718653,12.6185729,3.52526389,5.860176415,4.453715952,5.102591399,7.461389184
Gen134,Site1,Loc1,Year1,DS,R1,14,7,99.41645539,96.60979353,11.75912595,3.954465356,3.654363891,5.395393053,5.386236884,7.828012803
Gen135,Site1,Loc1,Year1,DS,R1,15,7,117.6658651,97.11287891,10.68395527,4.061913086,4.833964664,4.218552418,4.041863198,8.366996602
Gen136,Site1,Loc1,Year1,DS,R1,16,7,68.63744578,109.6442918,12.76969829,4.74532207,5.912951304,3.70735385,6.805163327,6.664805227
Gen137,Site1,Loc1,Year1,DS,R1,17,7,88.44372223,109.5056237,10.95540137,5.94091816,4.627127064,5.170135217,4.518951909,7.208254153
Gen138,Site1,Loc1,Year1,DS,R1,18,7,104.9001338,105.1860136,10.78950323,5.187957188,3.749125932,5.165038034,5.636859463,7.510359539
Gen139,Site1,Loc1,Year1,DS,R1,19,7,99.19651488,89.01241545,11.71924413,5.391978335,3.686692486,5.937518636,5.809659892,7.94631219
Gen140,Site1,Loc1,Year1,DS,R1,20,7,89.18558783,86.58416616,10.46728395,7.114277495,4.116266296,5.931846639,4.48575271,5.51146317
Gen141,Site1,Loc1,Year1,DS,R1,1,8,102.3883732,113.3504776,13.29359795,4.743413202,5.814768483,4.109169226,5.071587109,7.853315685
Gen142,Site1,Loc1,Year1,DS,R1,2,8,104.216334,109.1910195,12.84472551,5.029244481,4.383994402,5.142927045,4.149600293,8.107081488
Gen143,Site1,Loc1,Year1,DS,R1,3,8,116.2557302,97.85525675,11.64195461,6.051699739,6.069756105,4.603135192,5.366143326,7.224228752
Gen144,Site1,Loc1,Year1,DS,R1,4,8,97.11092373,94.53795464,13.67945521,6.147700628,4.559584331,6.246107963,6.392832395,9.135852196
Gen145,Site1,Loc1,Year1,DS,R1,5,8,91.79762848,102.3107443,12.1412582,4.692174081,4.659266423,4.787724222,3.386682333,6.453325399
Gen146,Site1,Loc1,Year1,DS,R1,6,8,100.1102183,83.82091395,11.56366897,3.32398962,5.519384044,3.949978137,3.40761156,7.007255564
Gen147,Site1,Loc1,Year1,DS,R1,7,8,104.1945435,118.9368135,14.02367122,4.620742708,3.167515892,5.128491056,5.121219842,6.417373064
Gen148,Site1,Loc1,Year1,DS,R1,8,8,108.173679,99.95298315,12.83961351,5.254458861,5.894411336,4.082830367,3.977678805,8.477360553
Gen149,Site1,Loc1,Year1,DS,R1,9,8,106.2019842,109.0326538,11.87149143,5.431322489,2.720516961,5.599243701,4.896451757,9.482069031
Gen150,Site1,Loc1,Year1,DS,R1,10,8,128.2279361,107.6397812,10.96540808,4.405225615,6.681554539,4.662946811,5.746650921,7.67174193
Gen151,Site1,Loc1,Year1,DS,R1,11,8,102.9248498,96.88173057,11.34194017,4.078331265,4.526685021,5.36704343,4.790164899,8.68930205
Gen152,Site1,Loc1,Year1,DS,R1,12,8,84.51923036,125.5520719,12.56692941,4.579316079,5.978218127,4.540337479,7.036193316,8.612877567
Gen153,Site1,Loc1,Year1,DS,R1,13,8,112.6613004,123.2436489,11.70111925,6.440415788,5.71708417,5.012332335,6.063177512,9.120724625
Gen154,Site1,Loc1,Year1,DS,R1,14,8,109.3175397,119.3181391,13.24603138,5.255067537,4.791618689,5.04936468,4.558206365,7.821603468
Gen155,Site1,Loc1,Year1,DS,R1,15,8,88.59465309,107.0833722,10.91770058,6.506658396,5.972413149,6.422568956,4.997581729,6.58635618
Gen156,Site1,Loc1,Year1,DS,R1,16,8,105.8956555,98.67837888,13.63022979,5.514684623,5.899772318,4.600344701,7.049552572,9.29729759
Gen157,Site1,Loc1,Year1,DS,R1,17,8,94.95968379,100.6956878,11.8761432,6.887563402,7.169798806,2.691673548,5.572146801,9.316496093
Gen158,Site1,Loc1,Year1,DS,R1,18,8,97.69114741,94.44356614,11.49293605,4.568482737,4.650626683,5.803933679,4.838931777,8.972371713
Gen159,Site1,Loc1,Year1,DS,R1,19,8,95.67382323,86.12057909,10.15287859,6.314915403,6.343726229,3.518785381,4.95517349,6.331827177
Gen160,Site1,Loc1,Year1,DS,R1,20,8,91.42498054,95.36959823,11.71262379,4.850214037,4.510627607,4.930313972,6.622689791,8.893232107
Gen161,Site1,Loc1,Year1,DS,R1,1,9,92.33094032,100.6492886,11.62660229,7.310158884,4.84510563,5.50995145,4.882997724,6.344092017
Gen162,Site1,Loc1,Year1,DS,R1,2,9,104.4996061,93.2391959,13.11076465,5.988537798,4.969084889,6.865831216,5.345218293,8.564706483
Gen163,Site1,Loc1,Year1,DS,R1,3,9,97.27020014,99.73229682,11.49373298,5.409218807,5.218906318,5.261007478,5.763653601,8.010892999
Gen164,Site1,Loc1,Year1,DS,R1,4,9,119.0049501,113.771748,10.02428446,5.410471033,3.90961304,5.757166456,5.232172061,8.384181045
Gen165,Site1,Loc1,Year1,DS,R1,5,9,112.9113205,106.6160709,11.35068643,6.065365941,6.146289143,3.73664708,4.520549107,9.230856486
Gen166,Site1,Loc1,Year1,DS,R1,6,9,91.10045943,94.92574107,13.2957562,5.742091403,4.090824647,4.615574139,4.981171788,8.249735531
Gen167,Site1,Loc1,Year1,DS,R1,7,9,86.92390861,104.6498339,10.95992811,3.713870232,4.837937807,4.731682283,4.498570069,8.747968105
Gen168,Site1,Loc1,Year1,DS,R1,8,9,93.35802156,91.95232517,11.43999093,6.790482157,4.015614598,4.434402788,6.065588036,9.373273713
Gen169,Site1,Loc1,Year1,DS,R1,9,9,70.84905589,91.58368041,10.49152996,5.702125592,4.563336112,3.779676523,5.134371296,7.052839883
Gen170,Site1,Loc1,Year1,DS,R1,10,9,110.7246949,99.67316258,12.82485862,4.833315592,5.989033683,3.28532166,4.661786182,8.377482311
Gen171,Site1,Loc1,Year1,DS,R1,11,9,105.5951895,98.84668351,10.15868531,5.628627391,6.792332577,4.108817201,5.124637544,7.772695723
Gen172,Site1,Loc1,Year1,DS,R1,12,9,86.15722737,98.81831552,11.57001477,4.057498098,3.611186105,6.320245671,3.520121165,6.79309839
Gen173,Site1,Loc1,Year1,DS,R1,13,9,111.6880914,96.34808053,13.34196173,4.45536094,5.202091984,6.334868729,6.583896963,8.849841792
Gen174,Site1,Loc1,Year1,DS,R1,14,9,88.94081811,106.6670394,11.15325787,5.512605179,5.781718807,4.330138736,3.062520281,8.021885215
Gen175,Site1,Loc1,Year1,DS,R1,15,9,105.1039902,95.17666806,11.66197658,5.872080139,4.15416986,5.127837361,4.966725108,8.824966689
Gen176,Site1,Loc1,Year1,DS,R1,16,9,102.7579107,106.2791845,11.04897636,6.927178345,5.983391245,6.387973046,5.07194702,8.559950577
Gen177,Site1,Loc1,Year1,DS,R1,17,9,98.58680034,102.0491196,12.57613328,4.32955446,5.215051751,5.909202216,6.037698526,7.711082292
Gen178,Site1,Loc1,Year1,DS,R1,18,9,88.89747069,96.34000865,12.64586904,4.422056937,4.585663048,5.987297613,5.365256707,8.381893719
Gen179,Site1,Loc1,Year1,DS,R1,19,9,107.4343686,107.5081455,11.65743132,4.871148922,6.81671921,4.412516366,3.787829519,7.577499142
Gen180,Site1,Loc1,Year1,DS,R1,20,9,79.83834233,90.51540877,10.90523368,4.006066674,4.206614971,4.607968405,4.962503715,8.460706226
Gen181,Site1,Loc1,Year1,DS,R1,1,10,78.43761841,103.1960283,11.97010292,4.949068556,6.994203922,5.585611896,3.686508029,8.840485627
Gen182,Site1,Loc1,Year1,DS,R1,2,10,95.93224278,89.60036489,10.76604546,4.976945042,5.576726928,6.256075279,5.360513116,7.507200537
