Gname,Site,Loc,Yr,Season,Replicate,RowBlock,ColBlock,DFL,PH,TN,BLAST,BLS,BLB,TUNGRO,Yield
Gen103,Site1,Loc1,Year2,DS,R2,3,6,106.2014017,112.6592337,13.1013004,5.809934299,4.566543733,4.413630875,3.460361986,9.080603568
Gen103,Site1,Loc1,Year1,WS,R2,3,6,79.91842548,100.4272317,10.96956344,4.577490082,4.838229138,4.712184359,5.783065079,9.47588495
Gen103,Site1,Loc1,Year2,WS,R2,3,6,81.75172141,98.50017005,11.4726233,5.387377577,5.276129766,3.508967396,5.75737579,8.085720611
Gen103,Site1,Loc1,Year1,DS,R3,3,6,104.5522763,103.0131869,12.72750266,6.563844618,4.858026567,5.569785907,6.078476551,9.387506688
Gen103,Site1,Loc1,Year2,DS,R3,3,6,94.04531345,100.6001758,10.28831171,4.853741563,7.670743749,5.251226473,5.192189971,6.632975787
Gen103,Site1,Loc1,Year1,WS,R3,3,6,90.88531839,102.2217448,12.21744469,5.905397816,5.057434498,4.835251361,2.929745778,7.929460043
Gen103,Site1,Loc1,Year2,WS,R3,3,6,92.33408781,103.7151903,11.75712139,3.864551231,4.283303705,4.281614885,3.8235061,7.083324979
Gen104,Site1,Loc1,Year1,DS,R1,4,6,97.6207241,102.8304287,12.44374911,4.352433039,5.068122942,6.195011024,4.516953147,7.588846519
Gen104,Site1,Loc1,Year2,DS,R1,4,6,93.65417368,102.2018043,11.0711547,5.54449054,3.718089959,3.686789717,4.236795338,7.130230544
Gen104,Site1,Loc1,Year1,WS,R1,4,6,94.07644556,120.6858104,12.025306,5.482935542,4.078014155,4.777178199,4.708284391,8.333908685
Gen104,Site1,Loc1,Year2,WS,R1,4,6,112.3004611,110.05321,11.50225584,2.596920848,4.726068147,5.277930355,7.211281433,7.686195396
Gen104,Site1,Loc1,Year1,DS,R2,4,6,92.06450127,109.7851233,11.22092571,4.774256343,5.200158385,4.076061142,5.683300375,9.108261856
Gen104,Site1,Loc1,Year2,DS,R2,4,6,108.5601783,96.81360749,11.14045217,4.787029987,4.710655328,5.741042176,4.036286848,7.709895806
Gen104,Site1,Loc1,Year1,WS,R2,4,6,109.5569913,98.64556639,12.61685161,6.157739397,4.772897132,5.871040523,5.546844926,5.317224866
Gen104,Site1,Loc1,Year2,WS,R2,4,6,91.22664115,104.603629,12.73086744,4.827846996,6.278298017,5.181210149,3.784270097,6.387667804
Gen104,Site1,Loc1,Year1,DS,R3,4,6,96.68617061,105.4058794,11.05585613,4.301671547,5.081126109,5.021340165,5.655516784,7.794776519
Gen104,Site1,Loc1,Year2,DS,R3,4,6,95.38659,99.01232246,11.2411944,5.864259145,6.366537074,3.884720451,4.32981166,8.537871486
Gen104,Site1,Loc1,Year1,WS,R3,4,6,92.38696091,100.9940505,11.44220076,6.064327519,5.808954596,5.043411021,5.473901039,10.15964093
Gen104,Site1,Loc1,Year2,WS,R3,4,6,93.4225894,88.50985703,12.14389869,4.256874882,5.85112649,4.362181678,4.683622994,6.15593098
Gen105,Site1,Loc1,Year1,DS,R1,5,6,93.37909488,92.60629395,11.64526743,5.667636014,5.555530313,6.585158422,4.470733373,7.651657262
Gen105,Site1,Loc1,Year2,DS,R1,5,6,102.0468367,91.94587272,13.10662047,5.729985333,5.711406846,4.060530722,4.164854807,9.687826193
Gen105,Site1,Loc1,Year1,WS,R1,5,6,121.9515036,100.1834994,12.2116063,4.913599938,4.338700289,6.514675077,5.231136551,8.255554466
Gen105,Site1,Loc1,Year2,WS,R1,5,6,103.7893922,115.6214154,13.71206808,7.67318307,7.950696851,6.153021034,4.167804255,8.501263571
Gen105,Site1,Loc1,Year1,DS,R2,5,6,110.9414265,99.75884393,12.2566143,4.756655991,4.901262243,3.347668949,3.96095564,6.813295881
Gen105,Site1,Loc1,Year2,DS,R2,5,6,85.52038747,121.4891758,11.61224537,4.849535269,4.475407266,3.85939349,5.294771093,9.69178895
Gen105,Site1,Loc1,Year1,WS,R2,5,6,97.5899223,98.78261813,11.54321322,5.453856075,2.863395397,5.700853273,4.787704553,7.907544171
Gen105,Site1,Loc1,Year2,WS,R2,5,6,111.8612291,101.2020083,11.78421839,5.664038687,7.015848532,5.633454279,4.804192504,9.704410098
Gen105,Site1,Loc1,Year1,DS,R3,5,6,99.11485514,97.27582838,11.52050666,4.18580373,4.495731237,6.012527286,4.48523503,9.441891151
Gen105,Site1,Loc1,Year2,DS,R3,5,6,94.81198444,98.47592808,11.17171099,5.003069451,5.149383844,4.780055482,5.394864255,8.913049369
Gen105,Site1,Loc1,Year1,WS,R3,5,6,99.73000572,118.5006807,12.81291721,4.632559968,4.941571944,5.153216626,5.501496094,8.523580306
Gen105,Site1,Loc1,Year2,WS,R3,5,6,102.3512509,106.5398534,11.89894118,5.010685723,5.622343888,3.693089108,6.175321254,8.706334523
Gen106,Site1,Loc1,Year1,DS,R1,6,6,93.49831561,95.30736501,12.64657231,2.836065668,5.535965775,4.677581179,6.646272517,8.934913994
Gen106,Site1,Loc1,Year2,DS,R1,6,6,97.13645582,114.4372724,10.56792143,4.265255208,4.217316065,4.230966883,7.021449076,7.974314372
Gen106,Site1,Loc1,Year1,WS,R1,6,6,108.5920578,91.50432061,11.97428197,5.165494722,6.691494177,6.409725238,4.230070574,6.973822724
Gen106,Site1,Loc1,Year2,WS,R1,6,6,105.8098503,98.52369877,12.42670137,5.749258632,3.147442969,5.634890297,3.881763242,9.195573488
Gen106,Site1,Loc1,Year1,DS,R2,6,6,124.872125,98.29093693,12.08647334,4.190494818,5.355543151,5.832067607,3.859724965,7.286852969
Gen106,Site1,Loc1,Year2,DS,R2,6,6,79.55507923,79.89265472,12.79472406,4.451298419,4.50278026,5.739528282,4.521679068,7.317477174
Gen106,Site1,Loc1,Year1,WS,R2,6,6,107.8043297,104.2576601,11.3349531,3.877454641,6.277239332,6.111971734,6.404084963,8.727001863
Gen106,Site1,Loc1,Year2,WS,R2,6,6,101.8561161,97.96027662,12.0225396,4.406247904,5.495322693,4.733961437,3.88180708,8.189059014
Gen106,Site1,Loc1,Year1,DS,R3,6,6,93.99812921,95.42774142,11.27933737,5.127952159,4.797061524,4.90228494,2.575131008,7.661161686
Gen106,Site1,Loc1,Year2,DS,R3,6,6,97.46605572,97.92567901,10.22181403,4.935224225,3.728665567,5.019512766,5.824426147,8.830151004
Gen106,Site1,Loc1,Year1,WS,R3,6,6,113.7338404,93.71305404,10.1661707,6.189064393,4.462250632,4.33173917,6.565367794,7.891299651
Gen106,Site1,Loc1,Year2,WS,R3,6,6,93.08455573,85.83934974,12.20384938,6.228858687,3.430075226,5.490546739,4.20278068,7.862666622
Gen107,Site1,Loc1,Year1,DS,R1,7,6,103.1017771,105.2735898,12.55285927,5.821711481,5.39318724,6.504405865,6.442283586,6.647902995
Gen107,Site1,Loc1,Year2,DS,R1,7,6,107.1471734,106.5018023,11.30125135,4.2322957,4.849635274,6.108459446,4.544189652,7.64764499
Gen107,Site1,Loc1,Year1,WS,R1,7,6,90.67230041,109.8830255,12.6368771,6.619749012,3.965008644,3.246031034,6.671266958,8.597478669
Gen107,Site1,Loc1,Year2,WS,R1,7,6,114.0603588,119.008874,11.33237211,5.427997933,6.540611349,4.151812374,3.842534992,6.430171098
Gen107,Site1,Loc1,Year1,DS,R2,7,6,83.11645504,95.76440137,11.46510928,4.483961726,4.679181012,4.792112987,5.621776578,9.491972016
Gen107,Site1,Loc1,Year2,DS,R2,7,6,90.59722196,92.63945554,10.947385,4.736096349,5.947845968,6.074945213,5.423590084,6.756336171
Gen107,Site1,Loc1,Year1,WS,R2,7,6,108.833526,105.5323259,11.30808297,3.372378281,4.879990215,5.22634404,5.688091996,6.663496281
Gen107,Site1,Loc1,Year2,WS,R2,7,6,90.85170301,103.2945685,12.21839098,6.723078949,4.929168541,5.963801201,4.144239761,7.597071661
Gen107,Site1,Loc1,Year1,DS,R3,7,6,94.49031784,99.36810997,11.68385558,5.18342197,4.669092457,5.898882228,5.881983791,6.510772567
Gen107,Site1,Loc1,Year2,DS,R3,7,6,106.3530662,100.5151335,11.45316003,5.210873464,4.486059873,4.45461447,5.845348711,8.412570588
Gen107,Site1,Loc1,Year1,WS,R3,7,6,96.1232458,103.0082442,11.46661571,5.511485526,5.330437473,5.321560981,4.498567959,9.177809741
Gen107,Site1,Loc1,Year2,WS,R3,7,6,92.90703743,85.40394013,10.37024952,5.837638226,5.554378373,5.271467911,5.331288777,7.065754718
Gen108,Site1,Loc1,Year1,DS,R1,8,6,83.47197328,97.22722902,11.75928945,4.119827024,4.252383801,3.547582317,4.870839409,7.457992159
Gen108,Site1,Loc1,Year2,DS,R1,8,6,114.1497981,112.2133881,11.11336627,5.936065194,5.369406009,5.544486098,5.955673865,6.773528899
Gen108,Site1,Loc1,Year1,WS,R1,8,6,78.1920347,106.2683407,10.71958401,5.415522482,4.079009071,4.804694656,4.493746141,7.121439381
Gen108,Site1,Loc1,Year2,WS,R1,8,6,105.7084965,92.17347369,10.64260072,5.940777906,5.801764134,4.236992792,5.312335171,7.964494379
Gen108,Site1,Loc1,Year1,DS,R2,8,6,102.7668154,96.03938531,13.68785507,4.776306534,4.88921575,4.716093436,4.589752366,9.550319804
Gen108,Site1,Loc1,Year2,DS,R2,8,6,102.5919707,98.02572362,13.39834709,5.26636933,4.426727744,7.415213895,6.408132916,7.778051315
Gen108,Site1,Loc1,Year1,WS,R2,8,6,95.27578357,105.1614248,12.6804967,5.683430408,6.545313494,5.541507355,4.470374975,8.6270408
Gen108,Site1,Loc1,Year2,WS,R2,8,6,101.5745358,91.33722159,11.6841156,6.826796894,4.464605207,7.223154345,4.553019769,8.322833971
Gen108,Site1,Loc1,Year1,DS,R3,8,6,108.2107806,91.42130141,11.87649019,5.421628016,5.814504857,3.360635626,6.371036973,9.621080118
Gen108,Site1,Loc1,Year2,DS,R3,8,6,96.62348535,108.4054583,12.1962535,5.991726124,4.781697928,4.079708775,6.363238957,8.838682765
Gen108,Site1,Loc1,Year1,WS,R3,8,6,105.8543132,109.438311,12.37803689,5.530790308,6.10793798,5.21519274,5.631520416,8.454839252
Gen108,Site1,Loc1,Year2,WS,R3,8,6,101.6094305,113.349583,11.27194882,4.323868925,5.794831801,4.625434278,5.778976522,8.880391805
Gen109,Site1,Loc1,Year1,DS,R1,9,6,89.73316588,112.0465301,11.78295541,6.539170647,5.971066177,4.663834041,6.38264953,8.565306893
Gen109,Site1,Loc1,Year2,DS,R1,9,6,97.87377388,111.2682115,10.9139536,5.421096256,2.839210235,4.646720121,5.182861246,8.82757879
Gen109,Site1,Loc1,Year1,WS,R1,9,6,124.3280138,95.66434433,10.54857071,3.75533725,4.880425521,4.198578625,4.153940511,9.543772397
Gen109,Site1,Loc1,Year2,WS,R1,9,6,106.6888808,106.7948999,10.59450311,4.559814602,4.565955272,5.626682132,3.464144197,7.361402176
Gen109,Site1,Loc1,Year1,DS,R2,9,6,103.628278,101.6817644,10.42697095,5.967018789,4.487800098,4.677853153,4.677358014,8.831959801
Gen109,Site1,Loc1,Year2,DS,R2,9,6,98.36024926,122.0588575,12.23761142,4.491776351,6.408106704,5.081204416,4.530281945,6.200816549
Gen109,Site1,Loc1,Year1,WS,R2,9,6,91.6029436,107.789919,11.1713023,6.074518519,5.573977295,4.959319793,4.800404324,8.049732511
Gen109,Site1,Loc1,Year2,WS,R2,9,6,112.8624055,97.07833551,10.88701501,5.008866311,5.923922405,2.62017024,5.448001591,9.380919632
Gen109,Site1,Loc1,Year1,DS,R3,9,6,101.2091535,106.3063578,11.32681424,4.91587438,6.544332229,6.117923689,5.709655369,8.747558196
Gen109,Site1,Loc1,Year2,DS,R3,9,6,90.72178576,100.4974381,12.37990815,4.60471154,5.738786285,4.764782807,4.084920674,8.163762225
Gen109,Site1,Loc1,Year1,WS,R3,9,6,93.16990508,90.81299695,11.53561995,4.49641189,5.458139734,3.898211985,4.649114589,8.18186733
Gen109,Site1,Loc1,Year2,WS,R3,9,6,84.9785095,99.87203265,12.27556202,4.01028109,6.911560511,6.755749118,5.739272937,9.230389516
Gen11,Site1,Loc1,Year1,DS,R1,11,1,100.4789178,98.4163146,11.12925207,5.02597568,4.973181188,4.437385459,5.782272006,8.263478135
Gen11,Site1,Loc1,Year2,DS,R1,11,1,90.96028683,77.20964594,12.99147494,4.75356821,4.094279275,6.842466006,5.845520872,7.789351088
Gen11,Site1,Loc1,Year1,WS,R1,11,1,111.6106492,90.7447055,12.3225192,6.260610338,5.983258939,5.581424868,5.212378033,6.651718208
Gen11,Site1,Loc1,Year2,WS,R1,11,1,91.40263757,101.0859219,11.871299,4.295294251,3.747897882,5.455936234,5.35258883,7.998081788
Gen11,Site1,Loc1,Year1,DS,R2,11,1,88.28598639,106.7294773,13.59346753,6.59558231,4.843663899,4.364648871,5.146233478,9.432115758
Gen11,Site1,Loc1,Year2,DS,R2,11,1,77.06860077,109.4017218,12.45730685,5.841401169,4.466234327,5.630736431,5.636445,7.456179514
Gen11,Site1,Loc1,Year1,WS,R2,11,1,100.3987381,100.2403633,12.596081,6.004692836,3.648833417,6.065239205,3.132524408,7.796086388
Gen11,Site1,Loc1,Year2,WS,R2,11,1,89.5430347,82.41460313,10.99644427,5.225531423,6.000217025,3.820707617,4.43268629,8.597164635
Gen11,Site1,Loc1,Year1,DS,R3,11,1,105.7947205,92.28969365,10.58232295,6.317055587,3.945564862,7.190957897,5.136580033,9.238325876
Gen11,Site1,Loc1,Year2,DS,R3,11,1,118.1864813,112.6511109,12.75804365,7.034740963,3.392201867,4.444585728,6.182289355,8.960976965
Gen11,Site1,Loc1,Year1,WS,R3,11,1,100.185054,93.97804109,10.92110191,5.880490586,4.791510815,6.224061565,4.576934885,7.827211424
Gen11,Site1,Loc1,Year2,WS,R3,11,1,113.3375599,95.34053158,8.971342337,5.826916151,5.838807482,5.370230528,6.438759146,8.841434425
Gen110,Site1,Loc1,Year1,DS,R1,10,6,92.48951406,110.0964355,12.38644482,5.111049535,6.396710664,4.546959347,4.83261866,8.767512399
Gen110,Site1,Loc1,Year2,DS,R1,10,6,102.2821388,97.06249681,13.43603867,5.825994084,3.852222041,3.682543622,5.755947564,7.572257434
Gen110,Site1,Loc1,Year1,WS,R1,10,6,101.7310176,92.25286973,13.25235701,3.543408517,3.369510125,6.579382401,4.69860642,7.467755509
Gen110,Site1,Loc1,Year2,WS,R1,10,6,94.95550206,112.4019974,13.23632573,4.219644574,5.07516801,4.869056898,6.737410262,9.558456618
Gen110,Site1,Loc1,Year1,DS,R2,10,6,119.1750124,114.8341325,11.34468906,5.397109719,5.599357114,4.381673412,5.190690826,7.814686531
Gen110,Site1,Loc1,Year2,DS,R2,10,6,90.81974789,100.7782697,12.1289844,4.500421377,4.715424183,3.639865392,4.765254935,8.078063777
Gen110,Site1,Loc1,Year1,WS,R2,10,6,106.5360419,103.2066371,13.21414409,5.749723424,5.451713731,6.360336661,4.447341896,8.142393339
Gen110,Site1,Loc1,Year2,WS,R2,10,6,103.8835696,111.4624046,13.03822848,6.241725665,2.971659692,5.268920183,5.898290058,8.826980994
Gen110,Site1,Loc1,Year1,DS,R3,10,6,91.9349274,110.2087217,11.05118802,3.590649121,5.868091435,4.683048557,4.033551447,8.720798066
Gen110,Site1,Loc1,Year2,DS,R3,10,6,89.9724478,98.88632869,13.80273016,5.180672836,4.823929066,6.093702783,5.761796934,7.335242481
Gen110,Site1,Loc1,Year1,WS,R3,10,6,94.59535976,86.82880771,14.10720628,3.934398852,4.804011439,5.732669547,4.675160604,5.46005122
Gen110,Site1,Loc1,Year2,WS,R3,10,6,76.56926005,107.9266812,12.34700238,5.023000249,3.961369253,5.694328295,6.936687421,8.556449299
Gen111,Site1,Loc1,Year1,DS,R1,11,6,99.59791101,105.8291403,9.406330724,5.924137355,2.48171989,5.324021052,4.971291331,7.092043541
Gen111,Site1,Loc1,Year2,DS,R1,11,6,118.8477641,87.84229215,10.44967417,4.225891088,5.533976601,5.838224485,3.914452353,7.993968135
Gen111,Site1,Loc1,Year1,WS,R1,11,6,97.75014425,108.8460652,13.44153688,2.911308059,6.070409922,4.151684537,3.708429142,7.96117869
Gen111,Site1,Loc1,Year2,WS,R1,11,6,94.83315201,93.90415183,11.95953794,3.732637822,4.836248376,5.716920565,4.543641803,7.240091701
Gen111,Site1,Loc1,Year1,DS,R2,11,6,98.51411505,96.54029059,13.05041337,3.319341922,5.280770775,5.766593713,3.785701437,7.337447942
Gen111,Site1,Loc1,Year2,DS,R2,11,6,110.9818678,108.8701249,11.62383374,5.956394252,4.276739311,5.553508674,5.966868263,7.462308513
Gen111,Site1,Loc1,Year1,WS,R2,11,6,114.3294252,101.3352369,12.41263238,3.501033872,3.213947329,3.44748338,3.765689865,8.703576981
Gen111,Site1,Loc1,Year2,WS,R2,11,6,88.63821577,104.7239077,9.73859082,4.989208914,5.167477139,3.155238615,5.775515188,8.652310269
Gen111,Site1,Loc1,Year1,DS,R3,11,6,87.05151226,101.2593417,11.17123488,3.66979057,7.23308172,4.563057519,5.854722278,7.006512818
Gen111,Site1,Loc1,Year2,DS,R3,11,6,102.8784813,97.46426662,11.90021329,4.500392243,6.068470737,4.796030588,7.004854208,7.269103228
Gen111,Site1,Loc1,Year1,WS,R3,11,6,90.11797793,92.34787322,12.81191614,3.824301823,4.164679427,5.897622161,4.337158533,5.681877615
Gen111,Site1,Loc1,Year2,WS,R3,11,6,84.27491708,101.3945832,13.06416117,6.00922993,5.545184122,6.970657756,5.608336193,7.992156731
Gen112,Site1,Loc1,Year1,DS,R1,12,6,90.26655406,120.0890683,10.37351224,5.237788607,5.563520191,4.727534192,3.817658827,8.448924043
Gen112,Site1,Loc1,Year2,DS,R1,12,6,114.8085947,96.2821826,11.01623447,5.204728415,5.159558452,5.096145899,5.377817091,9.089027019
Gen112,Site1,Loc1,Year1,WS,R1,12,6,77.22835723,87.53511152,10.79267026,4.77045659,4.408115763,3.754948001,4.918384514,8.629974366
